Month;Location;MinTemp;MaxTemp;Rainfall;WindGustSpeed;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud3pm;Temp9am;Temp3pm;RainToday;RainTomorrow
2;NorfolkIsland;22;26.3;0.4;41;20;19;88;73;1003.2;1002.1;4;23.6;25.6;No;Yes
2;NorfolkIsland;20.7;26.1;1.4;41;20;22;87;85;1006;1005.7;6;23.8;23.9;Yes;Yes
2;NorfolkIsland;21.9;25.4;11.6;50;31;22;85;79;1010.8;1010.2;8;23.6;24.5;Yes;No
2;NorfolkIsland;21.9;26;0.4;54;22;30;82;84;1012.2;1009.9;7;24.4;24.9;No;Yes
2;NorfolkIsland;22.6;24.2;2.6;57;31;30;85;89;1010.6;1008.6;8;23.7;24.1;Yes;Yes
2;NorfolkIsland;22.9;24.2;2.4;56;33;33;91;98;1007.7;1005.7;8;23.6;23.7;Yes;Yes
2;NorfolkIsland;22.9;25.3;43.8;56;33;17;96;95;1007.9;1006.8;8;23.7;24;Yes;Yes
2;NorfolkIsland;23.3;26.1;6.6;52;19;24;84;88;1007.9;1006;8;25;23.4;Yes;Yes
2;NorfolkIsland;22.7;27.3;15.2;48;24;19;88;83;1005;1004.1;7;25;25.6;Yes;Yes
2;NorfolkIsland;22.4;25.8;7;22;13;9;92;89;1008.4;1007.9;7;23.5;24.3;Yes;Yes
2;NorfolkIsland;22.3;25.3;4.2;33;13;15;92;86;1013.9;1013.5;7;22.8;24.3;Yes;Yes
2;NorfolkIsland;22.7;27;2.6;39;19;24;88;82;1017.1;1016.5;5;24.5;24.6;Yes;No
2;NorfolkIsland;22.4;25.9;0;44;22;24;76;71;1019.4;1017.8;5;25.3;24.9;No;Yes
2;NorfolkIsland;21.6;24.4;1.4;43;28;26;75;88;1018.9;1016.2;7;22.7;21.6;Yes;Yes
2;NorfolkIsland;20.6;25.6;4.6;48;24;22;68;69;1015.3;1012.6;3;23.5;24.6;Yes;No
2;NorfolkIsland;21.4;26;0;56;31;31;74;75;1013.2;1011.7;7;23.5;23.5;No;No
2;NorfolkIsland;22.1;24.8;0;85;31;35;78;79;1012.3;1007.5;8;23;23;No;Yes
2;NorfolkIsland;22;26.4;20.8;89;31;31;87;84;1008.4;1009.3;6;24.7;25;Yes;No
2;NorfolkIsland;23.1;26.5;0;48;20;20;89;91;1015.2;1014.2;8;24.5;23.7;No;Yes
2;NorfolkIsland;22.3;26.1;1.8;50;28;28;81;80;1016.6;1014.7;7;24.8;25.1;Yes;No
2;NorfolkIsland;22.6;27;1;44;20;13;88;78;1015.8;1014.2;7;24.6;25.6;No;Yes
3;NorfolkIsland;22.1;24.8;3.8;33;6;9;90;90;1016.9;1015.6;8;22.9;22.9;Yes;Yes
3;NorfolkIsland;20.9;24.9;10;41;22;22;78;70;1019.4;1018.2;7;22.1;23.1;Yes;No
3;NorfolkIsland;19.8;25.4;0;39;20;17;64;61;1020.2;1018.5;1;24.4;24.1;No;No
3;NorfolkIsland;20.1;26.3;0;39;28;20;73;73;1020.7;1018.1;5;24.4;24.4;No;Yes
3;NorfolkIsland;20.8;25.6;2.2;41;22;26;73;72;1020.9;1018.8;3;24;24.4;Yes;No
3;NorfolkIsland;20.8;26;1;46;26;30;85;81;1020.5;1019.7;3;23.7;24.4;No;No
3;NorfolkIsland;21.7;26.6;0;35;17;19;80;78;1021.8;1020.1;3;23.8;24.2;No;No
3;NorfolkIsland;22;26.4;0;35;19;24;83;82;1022.4;1021.2;7;24.5;24.4;No;No
3;NorfolkIsland;21.9;25.7;0;44;26;28;77;73;1024.2;1022.4;3;24.3;24;No;No
3;NorfolkIsland;21.2;24.8;0.8;37;22;22;77;78;1023.7;1021.2;7;24.1;23.6;No;No
3;NorfolkIsland;22.1;25.4;0;41;24;24;84;84;1021;1019.6;7;23.5;23.5;No;No
3;NorfolkIsland;21.8;25.9;0.2;46;28;30;69;71;1022.1;1019.9;3;24.1;24.2;No;No
3;NorfolkIsland;20.5;26.8;0.6;52;26;31;73;78;1021.3;1019.2;7;25.3;24.4;No;Yes
3;NorfolkIsland;19.8;24.4;3;44;26;22;98;76;1018.6;1015.8;8;20.4;22.8;Yes;Yes
3;NorfolkIsland;20.1;25.1;2.2;46;24;28;81;80;1015.5;1013.8;7;23.6;22.8;Yes;Yes
3;NorfolkIsland;20.9;26;2.6;43;26;28;75;75;1015.3;1013.8;2;24.4;23.9;Yes;No
3;NorfolkIsland;21.1;26.2;0.6;39;24;28;74;71;1014.9;1011.8;2;24.3;24.5;No;No
3;NorfolkIsland;21.6;25.8;0;44;22;22;77;84;1011.7;1009.2;8;24.6;23.5;No;Yes
3;NorfolkIsland;19.5;25.5;156.8;31;17;15;89;79;1005.6;1004.5;6;23.8;24.9;Yes;No
3;NorfolkIsland;22;25.7;0;43;28;30;82;79;1007.8;1008.4;3;24.2;24.4;No;No
3;NorfolkIsland;20.4;25.4;0;31;17;19;69;68;1015.2;1013.6;2;23.7;24.2;No;No
3;NorfolkIsland;19.8;25;0.4;28;17;17;69;66;1015.8;1013.9;1;23;23.5;No;No
3;NorfolkIsland;18.2;24.7;0;30;9;19;65;71;1015.6;1014;3;22.8;23.1;No;No
3;NorfolkIsland;18.5;24.9;0;28;9;13;72;67;1015.7;1014.3;1;23;23.9;No;No
3;NorfolkIsland;18;25;0;30;9;15;72;69;1017.8;1015.3;7;23.3;23.3;No;No
3;NorfolkIsland;19.5;26.3;0;37;24;22;75;76;1017.5;1016;2;24.4;23.8;No;No
3;NorfolkIsland;21.5;25.2;0;33;13;24;92;85;1017.7;1015.5;7;22.9;24;No;Yes
3;NorfolkIsland;22;26;10.6;39;20;19;88;82;1017.1;1014.9;5;24;24.7;Yes;No
4;NorfolkIsland;23.1;27.3;0;37;28;11;83;74;1017.1;1015.9;5;24.6;26.2;No;Yes
4;NorfolkIsland;21.5;26.5;3.8;20;9;7;91;91;1019.2;1017.7;7;23.4;23.8;Yes;Yes
4;NorfolkIsland;20.7;26.3;3.8;28;17;15;80;74;1019.3;1017;4;24.6;25;Yes;Yes
4;NorfolkIsland;20.3;24;23.6;39;13;22;92;82;1017.2;1014.8;7;22.1;21.8;Yes;Yes
4;NorfolkIsland;20.1;23.7;1.8;50;24;22;58;59;1017.6;1015.8;7;22.3;22;Yes;No
4;NorfolkIsland;18.4;23.8;0.2;44;22;24;57;56;1018.3;1016.7;1;21.5;22;No;No
4;NorfolkIsland;19.5;25.2;0.6;39;22;17;77;64;1019.5;1018.2;3;22.6;22.9;No;No
4;NorfolkIsland;18.2;24.7;0;26;11;9;67;57;1020.7;1018.8;1;23.2;22.4;No;No
4;NorfolkIsland;18.3;24.6;0;30;13;11;66;64;1020.7;1018.8;7;23.5;23.2;No;No
4;NorfolkIsland;18.9;24.6;0;30;9;9;72;74;1020.8;1018.8;7;22.7;21.9;No;No
4;NorfolkIsland;18;24.6;0.4;20;2;9;79;78;1019.9;1017.7;6;22.2;22.4;No;No
4;NorfolkIsland;17.6;25.4;0.4;28;11;9;82;93;1019.8;1018.3;7;22.1;21.5;No;Yes
4;NorfolkIsland;20.4;25.3;12.4;35;11;11;77;63;1019.4;1017.6;5;24.1;24.8;Yes;No
4;NorfolkIsland;20.4;24.5;0;31;20;17;81;74;1019.7;1017.6;3;22.5;22.9;No;No
4;NorfolkIsland;18.8;24.2;0;41;15;20;79;71;1017.7;1014;1;22.7;22.8;No;No
4;NorfolkIsland;19;24.6;0;35;20;17;83;75;1014.6;1011.7;2;21.7;23.2;No;Yes
4;NorfolkIsland;19.4;23.4;1.4;37;20;19;88;70;1015.1;1013.1;1;19.7;22.9;Yes;Yes
4;NorfolkIsland;18.7;23.8;2.2;33;20;19;69;76;1017;1015.8;7;21.7;20.7;Yes;No
4;NorfolkIsland;19.2;24.5;0.4;39;19;24;73;70;1020.1;1019;7;21.8;21.6;No;No
4;NorfolkIsland;20.1;24.7;0;50;17;22;78;86;1021.9;1019.8;8;22.7;21.5;No;Yes
4;NorfolkIsland;19.5;25;4;46;30;30;71;72;1023.3;1021.6;4;23;22.9;Yes;No
4;NorfolkIsland;19.6;24.3;0;37;19;26;60;65;1022.2;1018.9;5;23.3;22.4;No;No
4;NorfolkIsland;16.5;24.1;0;31;15;19;68;87;1017.8;1014.7;7;22.2;21.9;No;Yes
4;NorfolkIsland;20.3;25.6;2.4;39;15;15;90;85;1013.6;1011.5;7;22.7;23.6;Yes;Yes
4;NorfolkIsland;18.3;23.7;7.4;56;17;20;83;73;1016.4;1015.8;4;21.9;22.8;Yes;Yes
4;NorfolkIsland;19;22.9;6.6;52;28;26;67;68;1021;1019.6;4;20.6;20.9;Yes;No
4;NorfolkIsland;18.7;23.2;0;52;28;26;57;60;1024.6;1022.5;2;21.5;21.3;No;No
4;NorfolkIsland;18;23;0.6;41;26;20;74;75;1026.2;1024.1;5;20.8;22.2;No;Yes
4;NorfolkIsland;18;24;9.4;43;9;20;89;80;1026.3;1023.4;5;20.4;22.3;Yes;No
4;NorfolkIsland;19.3;23.6;0.8;41;24;24;80;80;1025.1;1022.7;7;21.9;21.5;No;No
5;NorfolkIsland;19.1;24;0.2;39;26;22;61;60;1024.5;1022.2;2;22.6;22.9;No;No
5;NorfolkIsland;21.2;24.1;0.4;37;20;19;87;87;1018.6;1017.2;8;22;22.5;No;No
5;NorfolkIsland;20.9;22.5;0;33;20;13;83;87;1021;1019;8;22.2;21.7;No;Yes
5;NorfolkIsland;20.4;23.6;4.4;50;22;22;85;79;1020;1017.8;1;21.8;22.6;Yes;Yes
5;NorfolkIsland;18.4;21.5;26.2;48;28;28;91;87;1019.1;1016.6;8;20.4;20.4;Yes;Yes
5;NorfolkIsland;19.3;22.4;39.9;57;20;28;97;95;1015.4;1011.4;6;20.1;20.1;Yes;Yes
5;NorfolkIsland;19.6;23.3;13;41;15;17;87;85;1013.5;1011.9;7;21.5;21.6;Yes;Yes
5;NorfolkIsland;19;22.4;2.4;33;15;19;91;88;1014;1013.2;8;20.8;21.3;Yes;No
5;NorfolkIsland;18.3;23.1;0.2;39;15;19;85;84;1014.4;1012.4;-1;21.7;22.6;No;Yes
5;NorfolkIsland;19;21.4;6.2;31;0;11;92;88;1016.6;1015.5;3;20.3;20.1;Yes;No
5;NorfolkIsland;17.2;22.3;0.2;31;15;13;75;61;1021;1019.9;-1;20.9;21;No;No
5;NorfolkIsland;16.3;22.3;0.2;31;15;20;70;69;1022.3;1019.6;2;20.9;20.8;No;No
5;NorfolkIsland;18.2;22.6;0;37;22;20;71;74;1019.3;1016.5;3;21.1;21.3;No;No
5;NorfolkIsland;19.4;22.2;0;33;19;17;80;76;1018.8;1017.1;8;20.9;20.6;No;No
5;NorfolkIsland;17;22.4;0;26;13;15;66;68;1021.3;1019.7;1;20.9;21.1;No;No
5;NorfolkIsland;15.9;22.4;0;20;4;4;64;71;1021;1017.9;8;21;20.5;No;No
5;NorfolkIsland;15.2;23.3;0;28;11;11;74;72;1018.6;1015;1;20.8;22.3;No;Yes
5;NorfolkIsland;18;22.4;1.2;37;9;15;82;73;1016.1;1013.4;-1;21.3;21.2;Yes;No
5;NorfolkIsland;19;21.5;0;65;33;35;56;60;1016.3;1014.5;8;20.5;20.3;No;Yes
5;NorfolkIsland;16.1;20.9;1.5;54;24;17;80;71;1018.7;1015.3;8;18.5;18.9;Yes;Yes
5;NorfolkIsland;16.6;21;2.1;46;24;26;55;51;1014.7;1012.3;-1;19.7;20.1;Yes;No
5;NorfolkIsland;15.9;21.9;0.6;54;24;22;61;75;1013.6;1010.4;8;20.9;20.3;No;Yes
5;NorfolkIsland;16.1;21.8;3.8;57;35;31;57;65;1010.8;1009.3;7;21;20.1;Yes;Yes
5;NorfolkIsland;16.2;21;2.8;50;22;15;78;69;1015.3;1013.7;6;17.6;20.5;Yes;No
5;NorfolkIsland;15.6;22.1;0;65;17;24;62;64;1014.2;1010.3;1;20.2;21.2;No;Yes
5;NorfolkIsland;17.6;22.4;12.4;63;24;26;81;73;1010.3;1009.5;-1;21.2;22;Yes;No
5;NorfolkIsland;19.6;21.9;0.4;61;41;31;59;55;1010.8;1011.2;8;21.6;21;No;No
5;NorfolkIsland;17;21.5;0.4;48;22;22;66;64;1018.2;1017;2;20.3;20.3;No;Yes
5;NorfolkIsland;15.6;20.4;1.4;37;17;24;74;54;1021.1;1018.9;5;17.7;19;Yes;No
6;NorfolkIsland;15.8;19.9;0.8;44;26;20;85;66;1020.9;1018.1;4;15.8;18.4;No;Yes
6;NorfolkIsland;14.6;18.7;1.6;41;22;22;52;47;1023.3;1021.7;1;17;17.8;Yes;No
6;NorfolkIsland;16;19.7;0;43;24;24;53;56;1025.9;1023.7;7;18.3;18;No;No
6;NorfolkIsland;15.5;20.4;0.3;50;17;26;59;66;1026.7;1023.3;8;18.8;19;No;No
6;NorfolkIsland;16.4;20.5;0;91;41;43;80;72;1022.6;1018.1;7;17.7;19.8;No;Yes
6;NorfolkIsland;17.7;20.4;1.9;89;50;48;91;94;1013.4;1009.3;8;19.8;18.9;Yes;Yes
6;NorfolkIsland;18.6;21.3;29.8;54;13;15;97;89;1013.7;1010.8;8;19.9;20.4;Yes;Yes
6;NorfolkIsland;16.9;21.4;15.8;33;11;15;80;74;1010.8;1007.8;4;19.5;20.3;Yes;No
6;NorfolkIsland;16.3;20.9;0;41;17;19;69;76;1012.8;1012.3;3;19.7;19.8;No;No
6;NorfolkIsland;15.7;20.8;0;35;13;24;70;73;1016.3;1015.4;1;19;20.3;No;No
6;NorfolkIsland;17.8;21.1;0;33;15;15;76;71;1019.5;1018.1;5;19.8;19.3;No;No
6;NorfolkIsland;16.1;20.3;0;54;17;28;72;65;1022.5;1021.5;8;18.1;19.9;No;No
6;NorfolkIsland;16;18.8;0;59;28;31;58;58;1029.5;1028.3;8;16.9;17.4;No;No
6;NorfolkIsland;14.7;18.5;0.4;54;24;22;59;66;1031;1027.4;8;17.7;17.4;No;No
6;NorfolkIsland;15.8;19.5;0;41;19;22;56;59;1025.3;1022.4;8;18;17.8;No;No
6;NorfolkIsland;14.5;19.2;0.4;39;17;19;63;56;1023.4;1021.1;1;17.8;17.8;No;Yes
6;NorfolkIsland;14.5;19.6;2.8;30;13;15;57;55;1023.5;1022.2;1;18.3;18.7;Yes;No
6;NorfolkIsland;15.3;20.6;2.8;44;20;19;71;74;1025.5;1022.2;8;18.6;19.1;Yes;No
6;NorfolkIsland;17.4;20.9;0.2;50;31;13;63;81;1023.2;1019.8;8;18.6;18.1;No;No
6;NorfolkIsland;17.4;21.1;0.4;63;28;28;80;93;1017.7;1013.8;8;20.7;19.8;No;Yes
6;NorfolkIsland;18.6;20.7;26.4;61;17;19;97;95;1014.8;1011.8;7;18.8;20.6;Yes;Yes
6;NorfolkIsland;18.3;19.7;10.8;50;19;11;83;76;1014.9;1014.6;8;18.5;18.9;Yes;No
6;NorfolkIsland;16;20.4;0.2;37;13;13;82;87;1015.9;1012.4;8;19.4;19.9;No;Yes
6;NorfolkIsland;16.1;20.8;7.4;67;28;41;85;57;1008.9;1007;6;20;20.7;Yes;No
6;NorfolkIsland;15.5;19.4;0.8;54;30;26;66;64;1014.4;1013.7;8;17.9;18;No;No
6;NorfolkIsland;15.1;20.5;0.2;43;20;15;66;65;1018.9;1017;1;18.3;19.2;No;No
6;NorfolkIsland;14.6;20.9;0.2;52;20;24;68;74;1016.7;1012.1;8;20.4;20.2;No;Yes
6;NorfolkIsland;16.6;20.5;10.4;44;30;19;65;71;1012.9;1010.8;2;18.3;18.7;Yes;Yes
6;NorfolkIsland;13.7;18.1;4;52;22;17;65;60;1017.6;1016.9;8;16.7;16.8;Yes;No
7;NorfolkIsland;12.9;18.6;0.4;31;13;11;45;59;1022;1019.9;8;17.1;17.2;No;No
7;NorfolkIsland;12;19.8;0;30;11;6;79;62;1022.4;1019.8;8;16.5;18.8;No;Yes
7;NorfolkIsland;15;20.3;1.1;43;24;22;68;60;1021.2;1019.8;1;18.5;19.8;Yes;No
7;NorfolkIsland;15.3;19.8;0.3;41;19;17;76;64;1022.8;1020.9;3;17;18.1;No;No
7;NorfolkIsland;13.3;19.7;0;17;0;11;64;63;1023.7;1020.8;6;17.7;17.8;No;No
7;NorfolkIsland;13.3;20.3;0;39;20;24;76;96;1018.9;1013.7;8;19;18.9;No;Yes
7;NorfolkIsland;17.4;20.6;21;72;24;20;88;67;1009.8;1007.1;1;19;19.8;Yes;No
7;NorfolkIsland;16.5;19.9;0.8;76;41;33;65;61;1009.9;1009.5;5;18.8;19.1;No;Yes
7;NorfolkIsland;15.5;19.5;2.4;61;26;26;83;66;1010.3;1008.8;2;17.6;18.3;Yes;Yes
7;NorfolkIsland;15.4;19.5;3;48;26;20;75;80;1011.2;1010.6;8;18;18.2;Yes;No
7;NorfolkIsland;15.1;19.6;1;37;20;20;70;64;1020;1019.2;7;17.4;17.8;No;Yes
7;NorfolkIsland;13.1;19.7;3;30;17;15;68;59;1022.7;1021.3;1;17.5;18.7;Yes;No
7;NorfolkIsland;13.3;20.6;0;33;13;13;66;65;1022.3;1019.4;8;19;19.5;No;Yes
7;NorfolkIsland;16.1;18.9;1.2;52;28;24;63;53;1021.7;1020.4;1;17.7;17.8;Yes;No
7;NorfolkIsland;15.1;18.6;0;39;13;13;50;50;1025.1;1022.5;6;17;17.5;No;No
7;NorfolkIsland;14.7;19.3;0;39;22;20;57;72;1025.7;1023.6;8;17.9;17.8;No;Yes
7;NorfolkIsland;14.8;19;1.9;35;15;17;77;75;1025.8;1023.1;8;17.1;17;Yes;No
7;NorfolkIsland;14.9;18.5;0.9;41;19;20;58;60;1024.8;1021.1;8;16.8;17.3;No;No
7;NorfolkIsland;14.2;18.9;0;33;13;13;58;54;1023;1020.7;2;17.3;17.8;No;No
7;NorfolkIsland;15.5;20.4;0.4;35;17;24;79;87;1021.3;1019.7;8;18.6;18.7;No;No
7;NorfolkIsland;13.4;19.9;0.2;26;9;15;70;67;1021.8;1018.1;8;17.2;17.8;No;Yes
7;NorfolkIsland;15.9;21.2;1.4;56;15;30;88;75;1016.4;1013.6;4;18.7;20.6;Yes;No
7;NorfolkIsland;17.8;21.4;0.8;54;22;24;80;80;1014.9;1011.6;8;19.9;20.2;No;No
7;NorfolkIsland;17.6;20.8;0.6;48;24;13;85;86;1013.7;1013.5;8;20.2;18.3;No;Yes
7;NorfolkIsland;13.6;21.8;7.4;44;13;17;76;90;1017.3;1014.6;8;19.1;18.8;Yes;Yes
7;NorfolkIsland;17.9;20.4;7.6;41;17;9;77;64;1019.1;1018.1;8;18.9;19.7;Yes;No
7;NorfolkIsland;13.9;21.1;0;44;17;22;80;84;1022;1018.5;8;18.7;19;No;Yes
7;NorfolkIsland;13.7;19.1;0.4;30;17;17;54;52;1021.5;1019.2;1;17.6;18.1;No;No
7;NorfolkIsland;14;19.2;0;22;11;13;55;51;1021;1017.9;-1;17.1;18.6;No;No
7;NorfolkIsland;14.1;19.7;0;22;13;11;65;61;1019.3;1016.7;-1;18.3;19;No;No
8;NorfolkIsland;14.1;19.9;0;41;24;26;63;70;1016.9;1014.3;8;18.6;18.7;No;No
8;NorfolkIsland;14.4;18.7;0;28;13;11;59;57;1019;1016.3;4;17.3;18.2;No;No
8;NorfolkIsland;11.8;20.7;0;33;9;13;58;58;1017.3;1013.1;2;17.5;20;No;No
8;NorfolkIsland;16;21.4;0.2;65;24;19;89;92;1008.8;1006.4;8;20.1;18.1;No;Yes
8;NorfolkIsland;14.7;17.9;29.4;54;28;30;69;66;1011.2;1011;3;16.4;16.1;Yes;No
8;NorfolkIsland;12.3;17.1;1;76;28;37;54;51;1015.2;1012.7;2;15.2;15.5;No;No
8;NorfolkIsland;11.3;17.2;0.3;61;19;26;48;62;1017.5;1016.8;4;15.6;14.6;No;No
8;NorfolkIsland;12.4;17.4;0.1;41;15;20;53;64;1018.9;1016.9;8;16;14.8;No;Yes
8;NorfolkIsland;11.9;17.5;1.4;50;24;28;59;57;1018.9;1017.6;8;16.1;16;Yes;Yes
8;NorfolkIsland;10.7;17.7;3.6;48;19;19;54;49;1022;1021.6;1;15.9;16.7;Yes;No
8;NorfolkIsland;12.9;17.3;0;33;13;17;43;42;1024.3;1022;-1;16.2;16.3;No;No
8;NorfolkIsland;10.7;18.4;0;33;9;15;53;51;1022.7;1020.1;1;16.5;16.8;No;No
8;NorfolkIsland;12.2;19;0;26;6;7;64;64;1020.6;1018.7;8;17;17.9;No;No
8;NorfolkIsland;13;19.4;0;19;13;11;72;64;1020.5;1018.2;-1;17.5;18.5;No;No
8;NorfolkIsland;13.6;18.4;0;56;24;30;63;49;1021;1019;2;17;16.8;No;Yes
8;NorfolkIsland;12.7;17.2;4;59;30;30;74;64;1020.6;1017.4;8;15.1;16.4;Yes;Yes
8;NorfolkIsland;12.9;18.7;8.6;56;28;28;67;52;1019.8;1019.1;1;16.9;17.7;Yes;Yes
8;NorfolkIsland;14.1;17.7;3.6;43;19;24;79;64;1022.8;1021.1;8;16.1;16.8;Yes;No
8;NorfolkIsland;14.3;18.6;1;37;19;22;57;70;1023.7;1021.3;3;17.4;17.2;No;Yes
8;NorfolkIsland;12;18.9;4.7;35;20;17;62;54;1023.5;1021.3;-1;17.5;17.6;Yes;No
8;NorfolkIsland;12.9;18.8;0.2;20;11;6;94;75;1021.7;1019.5;-1;14.6;17.6;No;Yes
8;NorfolkIsland;11.2;20.4;1.1;22;11;13;61;64;1021.3;1019.8;7;18.3;19.5;Yes;Yes
8;NorfolkIsland;13.5;20.3;4;33;13;13;73;66;1021.9;1019.8;3;18.7;19.5;Yes;No
8;NorfolkIsland;16;20.6;0;39;28;15;65;70;1019.2;1016;3;19.3;20.2;No;No
8;NorfolkIsland;17.9;20.8;0;59;30;22;89;92;1013.7;1010.1;7;20.1;19.7;No;Yes
8;NorfolkIsland;16.2;18.4;23.6;54;17;19;93;80;1015.1;1014.9;8;16.3;17.9;Yes;Yes
8;NorfolkIsland;15.4;18;13.8;41;15;9;91;91;1019.9;1016.9;8;17.2;17;Yes;Yes
8;NorfolkIsland;16.5;19.4;5.7;41;9;15;95;86;1014.6;1011.3;8;17.2;18;Yes;Yes
8;NorfolkIsland;14.3;19.1;2.7;39;19;26;71;63;1018.7;1018.6;8;18.4;18;Yes;No
8;NorfolkIsland;14.3;18.9;0;44;20;24;73;54;1024;1023.8;6;17.7;16.8;No;No
8;NorfolkIsland;13.7;19.2;0;35;17;15;64;48;1027.8;1025.8;8;16.5;18.5;No;No
9;NorfolkIsland;14.9;19.5;0;30;11;6;100;47;1026.3;1023.6;8;17.1;18.3;No;No
9;NorfolkIsland;12.5;20.3;0;30;17;13;58;65;1024.9;1023;8;18.6;18.5;No;No
9;NorfolkIsland;16.8;21.2;0;37;22;20;61;67;1024;1021.7;5;19.9;19.6;No;No
9;NorfolkIsland;18;22.2;0;48;17;22;61;67;1022.6;1019.9;-1;21;21.3;No;Yes
9;NorfolkIsland;14.5;18.2;5.8;37;17;19;91;81;1022.4;1020.5;8;14.6;16.4;Yes;Yes
9;NorfolkIsland;14.6;19.2;7;33;17;15;58;64;1026;1024.6;6;18;18.1;Yes;No
9;NorfolkIsland;15.6;19.1;0;33;15;20;52;60;1028;1026;8;18.3;17.8;No;No
9;NorfolkIsland;15.3;19;0.4;50;24;31;63;53;1026.7;1023.9;2;17.1;16.8;No;No
9;NorfolkIsland;13.3;16.9;0.3;48;24;24;45;47;1025.7;1023.6;3;15.3;15.6;No;No
9;NorfolkIsland;11.3;17.9;0.3;33;9;19;59;50;1025;1021.8;5;14.7;15.6;No;No
9;NorfolkIsland;12.8;18.6;0;33;13;19;39;50;1023.9;1021.7;3;17;16.8;No;Yes
9;NorfolkIsland;12.5;19.2;3;30;2;15;92;93;1024.9;1023.5;8;14.7;14.5;Yes;Yes
9;NorfolkIsland;12.7;20.7;8.2;33;19;13;59;64;1026.5;1024.7;7;19.1;18.5;Yes;No
9;NorfolkIsland;13.8;20.9;0;33;17;17;68;70;1026.6;1024.2;8;19.2;19.6;No;No
9;NorfolkIsland;17.1;21.4;0.2;37;24;24;68;63;1026.5;1023.5;-1;19.6;19.9;No;Yes
9;NorfolkIsland;16.8;21.4;1.2;44;17;22;91;82;1024.3;1020.8;8;18;20.3;Yes;No
9;NorfolkIsland;18;21.4;0.8;54;28;28;91;68;1018.4;1016.5;5;18.4;20.2;No;No
9;NorfolkIsland;15.2;21.2;0.8;31;13;15;85;62;1019;1014.7;7;17.1;20.2;No;Yes
9;NorfolkIsland;16.8;21.6;4.6;56;33;33;90;63;1011.8;1010.2;1;19.7;20.5;Yes;No
9;NorfolkIsland;17.1;20.7;0.8;50;35;28;77;78;1013.1;1012.5;8;18.1;19;No;No
9;NorfolkIsland;16.3;21.9;0.6;43;13;17;79;85;1011.3;1006.8;8;19.7;18.9;No;Yes
9;NorfolkIsland;16.9;21.2;3.3;54;19;31;66;70;1007.9;1004.4;8;19.9;19.8;Yes;Yes
9;NorfolkIsland;15.4;21.2;10.6;48;22;22;68;67;1007.9;1006.4;5;19.8;19.8;Yes;Yes
9;NorfolkIsland;15.9;19.9;4.5;57;17;28;87;81;1004.7;1001;8;16.8;18.5;Yes;Yes
9;NorfolkIsland;16.1;20.3;4;46;17;26;84;75;1007.3;1005.8;8;18.3;18.9;Yes;Yes
9;NorfolkIsland;14.7;20.5;5.2;57;22;28;65;71;1008.4;1005.1;8;19.3;18.6;Yes;Yes
9;NorfolkIsland;14;19.9;7;59;26;28;72;71;1008.9;1008.8;2;17.6;18.8;Yes;Yes
9;NorfolkIsland;14.8;20.8;4.2;30;11;15;75;62;1015.8;1014.7;8;18.7;19;Yes;No
10;NorfolkIsland;16.1;22.6;0;44;20;19;73;73;1016.8;1014;-1;20.2;22.1;No;No
10;NorfolkIsland;19.3;21.6;0;39;24;26;70;57;1015;1013.7;1;20.4;20.7;No;No
10;NorfolkIsland;14.5;20.9;0;26;13;17;64;64;1016.3;1014.3;-1;19.4;20;No;No
10;NorfolkIsland;15;21.7;0;52;24;22;68;71;1012.9;1009.3;8;19.9;20;No;No
10;NorfolkIsland;14.9;20.8;0;43;11;13;55;52;1014.6;1012.2;1;19.7;20.5;No;No
10;NorfolkIsland;15.4;20;0.4;63;33;31;51;53;1016.6;1016.3;8;18.3;19.3;No;No
10;NorfolkIsland;17.4;21.2;0;56;30;35;60;55;1020.1;1018.5;5;19.9;20.1;No;No
10;NorfolkIsland;15.4;20.8;0;31;19;15;65;61;1020.7;1018.3;5;19.2;19.3;No;No
10;NorfolkIsland;14.2;21.6;0;39;26;26;67;73;1015.2;1011.6;8;20;20.4;No;Yes
10;NorfolkIsland;12.8;20;0;33;15;13;54;49;1013.8;1011.1;-1;18.4;19;No;No
10;NorfolkIsland;13.4;21.3;0;37;22;19;66;94;1012.1;1010.8;8;19.7;17.8;No;No
10;NorfolkIsland;16.2;20;0.4;24;11;11;61;87;1014.7;1012.9;7;18.3;16.4;No;Yes
10;NorfolkIsland;14.1;18.5;6.8;46;7;24;81;74;1014.2;1013.6;8;16.5;17.1;Yes;No
10;NorfolkIsland;14.8;20.1;0.4;37;26;20;52;56;1019.8;1019.1;8;17.9;17.8;No;No
10;NorfolkIsland;13;20.3;0.2;31;17;13;61;53;1023.2;1022.5;3;17.7;18.1;No;No
10;NorfolkIsland;13.2;20.5;0;39;15;17;48;47;1024.7;1021.4;-1;18.8;19.2;No;No
10;NorfolkIsland;16.3;21.6;0;35;17;24;54;54;1021.9;1019;-1;19.1;20.4;No;No
10;NorfolkIsland;14.7;22.2;0;35;19;22;66;70;1019.6;1017.5;8;20.4;20.2;No;No
10;NorfolkIsland;15.8;22.4;0;26;11;11;63;66;1019.8;1018.2;4;21.2;20.9;No;Yes
